:START_ID,:END_ID,relation,:TYPE
12141,20013,类型属于,类型属于
12155,20006,类型属于,类型属于
11155,20017,类型属于,类型属于
12542,20016,类型属于,类型属于
12408,20026,类型属于,类型属于
13035,20006,类型属于,类型属于
11316,20006,类型属于,类型属于
10887,20002,类型属于,类型属于
10734,20007,类型属于,类型属于
10363,20005,类型属于,类型属于
10285,20020,类型属于,类型属于
10454,20001,类型属于,类型属于
10235,20010,类型属于,类型属于
10007,20021,类型属于,类型属于
11086,20013,类型属于,类型属于
12814,20003,类型属于,类型属于
10193,20003,类型属于,类型属于
11025,20001,类型属于,类型属于
11390,20009,类型属于,类型属于
10371,20029,类型属于,类型属于
10528,20013,类型属于,类型属于
12952,20001,类型属于,类型属于
12382,20028,类型属于,类型属于
11590,20001,类型属于,类型属于
12056,20001,类型属于,类型属于
11203,20007,类型属于,类型属于
12469,20019,类型属于,类型属于
10899,20031,类型属于,类型属于
11565,20007,类型属于,类型属于
10007,20020,类型属于,类型属于
10982,20012,类型属于,类型属于
11628,20028,类型属于,类型属于
10179,20001,类型属于,类型属于
11565,20017,类型属于,类型属于
12433,20001,类型属于,类型属于
10972,20027,类型属于,类型属于
11072,20001,类型属于,类型属于
10406,20013,类型属于,类型属于
11858,20026,类型属于,类型属于
10038,20013,类型属于,类型属于
10092,20026,类型属于,类型属于
10338,20002,类型属于,类型属于
10170,20020,类型属于,类型属于
10297,20021,类型属于,类型属于
10385,20003,类型属于,类型属于
12837,20017,类型属于,类型属于
11398,20007,类型属于,类型属于
12270,20031,类型属于,类型属于
11142,20017,类型属于,类型属于
12411,20033,类型属于,类型属于
12152,20028,类型属于,类型属于
10726,20001,类型属于,类型属于
12343,20024,类型属于,类型属于
11004,20031,类型属于,类型属于
12994,20003,类型属于,类型属于
13025,20001,类型属于,类型属于
11995,20027,类型属于,类型属于
10274,20014,类型属于,类型属于
11074,20019,类型属于,类型属于
10320,20018,类型属于,类型属于
10638,20003,类型属于,类型属于
12201,20026,类型属于,类型属于
11916,20026,类型属于,类型属于
11315,20003,类型属于,类型属于
12316,20031,类型属于,类型属于
11282,20001,类型属于,类型属于
11960,20026,类型属于,类型属于
11252,20015,类型属于,类型属于
10611,20013,类型属于,类型属于
10884,20017,类型属于,类型属于
10451,20006,类型属于,类型属于
11977,20003,类型属于,类型属于
10429,20011,类型属于,类型属于
11268,20001,类型属于,类型属于
10527,20034,类型属于,类型属于
10098,20013,类型属于,类型属于
10264,20016,类型属于,类型属于
10201,20038,类型属于,类型属于
11507,20010,类型属于,类型属于
10354,20014,类型属于,类型属于
10692,20006,类型属于,类型属于
10012,20011,类型属于,类型属于
10651,20032,类型属于,类型属于
10518,20002,类型属于,类型属于
10981,20006,类型属于,类型属于
10739,20013,类型属于,类型属于
12743,20003,类型属于,类型属于
11865,20031,类型属于,类型属于
12221,20003,类型属于,类型属于
12599,20020,类型属于,类型属于
11979,20001,类型属于,类型属于
11261,20015,类型属于,类型属于
11670,20028,类型属于,类型属于
11019,20013,类型属于,类型属于
10771,20001,类型属于,类型属于
10566,20001,类型属于,类型属于
11202,20019,类型属于,类型属于
10586,20002,类型属于,类型属于
10212,20019,类型属于,类型属于
10871,20019,类型属于,类型属于
12992,20028,类型属于,类型属于
10702,20028,类型属于,类型属于
11239,20009,类型属于,类型属于
10500,20026,类型属于,类型属于
10531,20014,类型属于,类型属于
11264,20002,类型属于,类型属于
11554,20001,类型属于,类型属于
10400,20010,类型属于,类型属于
