index:ID,media_id,name,num_of_play,num_of_subscribe,num_of_danmu,starting_time,score,num_of_scoring_peopel,status,:LABEL
10783,1255,幻影少年,5.6万,7万,1282,2008年4月7日,9.2,111人评,已完结,Anime
10784,1204,H2O 赤砂的印记,46.7万,7.3万,1.6万,2008年1月3日,9.3,206人评,已完结,Anime
10785,4440,恋旅～True Tours Nanto～,42.8万,6.2万,9921,2013年4月28日,9.5,104人评,已完结,Anime
10786,8672,来自风平浪静的明天,283.1万,49万,25.5万,2013年10月3日,9.7,7732人评,已完结,Anime
10787,5125,温暖的印记,557.8万,29.4万,3万,2016年6月6日,9.7,1538人评,已完结,Anime
10788,5564,雨色可可 in Hawaii,41万,3.9万,2037,2016年10月2日,0,0,已完结,Anime
10789,2236,神风怪盗贞德,63.5万,5.8万,3.5万,1999年2月13日,0,0,已完结,Anime
10790,67712,黑执事,551.6万,54.4万,41.9万,2008年10月2日,9.8,4363人评,已完结,Anime
10791,1374,KANON / 雪之少女（东映版）,25.3万,6万,8844,2002年1月30日,8.6,123人评,已完结,Anime
10792,1867,苍穹之法芙娜,5.1万,5.2万,1505,2004年7月4日,9.6,263人评,已完结,Anime
10793,3523,晨曦公主 OAD,117.5万,5.7万,2.2万,2015年9月18日,9.7,258人评,已完结,Anime
10794,3476,魔法少女☆伊莉雅 OVA,94.4万,5.3万,2万,2014年3月7日,9.2,195人评,已完结,Anime
10795,741,武装神姬,159.1万,10.4万,6.2万,2012年10月4日,9.3,142人评,已完结,Anime
10796,1041,交响情人梦Finale,57.7万,3.8万,2.1万,2010年1月14日,9.7,155人评,已完结,Anime
10797,657,初音岛 S.S.,54.2万,4万,5万,2005年7月2日,0,0,已完结,Anime
10798,1887,日式面包王,121.9万,4.4万,6.5万,2004年10月12日,0,0,已完结,Anime
10799,2978,浜虎SD（迷你浜虎）,38.5万,5.4万,6738,2015年11月2日,0,0,已完结,Anime
10800,1705,攻壳机动队 S.A.C. Solid State Society,14.2万,4.8万,4751,2006年9月1日,0,0,已完结,Anime
10801,2857,邻座的怪同学 OAD,50.8万,4.4万,1.2万,2013年8月12日,9.6,169人评,已完结,Anime
10802,2804,被狙击的学园,42.4万,9.7万,2.4万,2012年11月10日,8.6,270人评,已完结,Anime
10803,6266,蜡笔小新 第四季（中文）,297.4万,5.1万,7万,2007年1月1日,9.7,359人评,已完结,Anime
10804,1447,魔女之刃,37.6万,4.4万,1.2万,2006年4月16日,0,0,已完结,Anime
10805,1844,不可思议的教室,1.6万,4.7万,229,2005年7月3日,9.3,129人评,已完结,Anime
10806,4093,至高指令 OAD,39.6万,5.6万,6310,2015年10月3日,0,0,已完结,Anime
10807,2025,鬼眼狂刀,48.6万,4.9万,1.3万,2002年7月1日,0,0,已完结,Anime
10808,473,夜樱四重奏 花之歌,150.8万,4.5万,5.9万,2013年10月6日,9.4,143人评,已完结,Anime
10809,3414,废弃公主,10.7万,9.3万,4575,2003年4月8日,9.1,173人评,已完结,Anime
10810,6183,Dimension W~维度战记~ OVA,19.8万,3.6万,1050,2017年5月19日,9.5,140人评,已完结,Anime
10811,5059,棒球伙伴,67.1万,4.2万,2.4万,2016年7月15日,0,0,已完结,Anime
10812,2900,彩虹小马 小马国女孩3：友谊大赛,2.3万,3.5万,183,2015年9月26日,9.7,297人评,已完结,Anime
10813,2597,东京教父,54.6万,9.5万,1.7万,2003年11月8日,9.7,631人评,已完结,Anime
10814,3488,加速世界 OVA2 加速的顶点,85.5万,3.8万,3万,2013年1月31日,0,0,已完结,Anime
10815,10752,大正小小先生,56.8万,3.3万,2221,2017年10月6日,0,0,连载中,Anime
10816,3129,简单易懂的现代魔法,62万,8.7万,1.4万,2009年7月11日,0,0,已完结,Anime
10817,1144,海物语,34.3万,9万,1.3万,2009年6月24日,0,0,已完结,Anime
10818,41872,百變小櫻Clear咭（僅限港澳地區）,60.5万,4.1万,2.1万,2018年1月7日,9.4,413人评,已完结,Anime
10819,6164,精灵宝可梦 超级愿望,52.3万,3.4万,5.3万,2010年9月23日,8.1,131人评,已完结,Anime
10820,1466,学园天堂,110.2万,8万,7万,2006年4月1日,0,0,已完结,Anime
10821,2168,沉默的未知,14.4万,3.5万,4966,2000年10月5日,0,0,已完结,Anime
10822,1398,女生爱女生,47.4万,3.7万,4.1万,2006年1月11日,8.8,108人评,已完结,Anime
10823,3457,兔龟 女高网球部外传,55.5万,3.2万,4785,2016年4月12日,0,0,已完结,Anime
10824,3990,飞翔的魔女 小剧场,16.6万,4.3万,455,2016年4月9日,9.5,101人评,已完结,Anime
10825,1401,键姬物语 永久爱丽丝轮舞曲,17.6万,3.2万,2500,2006年1月3日,0,0,已完结,Anime
10826,1331,魔人侦探食脑奈罗,52.7万,3.1万,2.9万,2007年10月2日,9.5,165人评,已完结,Anime
10827,2128,妹妹公主,118.4万,10.7万,5.2万,2001年4月4日,9.4,119人评,已完结,Anime
10828,119312,NEKOPARA EXTRA 小猫篇（猫娘乐园）,47.9万,7.7万,1.7万,2018年7月27日,9.7,1348人评,已完结,Anime
10829,2615,乌瑟的穷困生活 梦幻篇,79.8万,2.9万,2.2万,2015年7月3日,0,0,已完结,Anime
10830,209,头文字D Third Stage,75.9万,2.8万,4万,2001年1月13日,9.5,111人评,已完结,Anime
10831,113132,有顶天家族,20.1万,8.5万,5990,2013年7月7日,9.7,673人评,已完结,Anime
10832,3757,女神异闻录3 剧场版 #2 Midsummer Knight's Dream,54.8万,2.7万,1.7万,2014年6月7日,9.4,115人评,已完结,Anime
10833,2425,棒球英豪 TV版,116.8万,3万,11.6万,1985年3月25日,9.7,261人评,已完结,Anime
10834,520,科学小飞侠Crowd,51.3万,8.3万,2万,2013年7月12日,9.6,276人评,已完结,Anime
10835,1295,地球防卫少年,86.4万,6.9万,6.9万,2007年4月8日,9.2,296人评,已完结,Anime
10836,938,真的有呀！灵媒先生,34.6万,2.9万,4438,2011年4月12日,0,0,已完结,Anime
10837,3502,魔女的使命 OVA,56.1万,6.6万,4.9万,2015年1月7日,9.6,109人评,已完结,Anime
10838,954,STARRY☆SKY,14.2万,7.8万,2657,2010年12月23日,0,0,已完结,Anime
10839,1210,深渊传说,73.7万,7.5万,2.2万,2008年10月3日,8.9,105人评,已完结,Anime
10840,2763,雨色可可 欢迎来到RAINY COLOR！,82.7万,6.4万,1.2万,2015年10月4日,0,0,已完结,Anime
10841,240,银之匙 Silver Spoon 第二季,289.6万,7.1万,7.6万,2014年1月9日,9.7,908人评,已完结,Anime
10842,1141,天堂餐馆,38.5万,6.1万,1.7万,2009年4月8日,9.5,136人评,已完结,Anime
10843,140332,宇宙战舰提拉米斯II,49.2万,7.4万,4562,2018年10月,9.6,271人评,连载中,Anime
10844,2458,凡尔赛玫瑰,21.5万,2.6万,2万,1979年10月10日,0,0,已完结,Anime
10845,57752,妖精的尾巴 剧场版 凤凰巫女,75.1万,6万,1.9万,2012年8月18日,9.7,400人评,已完结,Anime
10846,5456,剧场版 快要坏掉的八音盒,85.4万,6.2万,2.8万,2010年9月11日,9.5,240人评,已完结,Anime
10847,1416,赐予护女神的祝福,19.9万,2.5万,5136,2006年10月5日,0,0,已完结,Anime
10848,1967,读或死 TV,9.7万,2.6万,4786,2003年9月1日,9.3,156人评,已完结,Anime
10849,78672,Tokyo Guru: re (Part 1)（僅限港澳台地區）,97.9万,5.8万,2.9万,2018年4月3日,9,1013人评,已完结,Anime
10850,1166,轻声密语,42.3万,3.9万,5.7万,2009年10月7日,9.7,267人评,已完结,Anime
10851,696,创圣的大天使EVOL,47.8万,5万,1.5万,2012年1月8日,0,0,已完结,Anime
10852,1923,天上天下,62.8万,5.2万,1.4万,2004年4月1日,0,0,已完结,Anime
10853,5025,智龙迷城X,410.7万,7万,8.6万,2016年7月4日,8.2,152人评,已完结,Anime
10854,529,八犬传-东方八犬异闻-  第二季,81.9万,10.4万,4万,2013年7月7日,9.6,383人评,已完结,Anime
10855,3798,滑头鬼之孙 ～奴良组事始～,52.7万,5.6万,7993,2013年3月4日,9.6,200人评,已完结,Anime
10856,2012,天使怪盗,48.9万,4.4万,2.8万,2003年4月3日,9.4,110人评,已完结,Anime
10857,3339,夏娃的时间,23.4万,4.9万,5753,2008年8月1日,9.6,299人评,已完结,Anime
10858,2074,灰羽联盟,20.7万,4万,9045,2002年10月9日,9.3,124人评,已完结,Anime
10859,475,伽利略少女,127万,5.4万,6.5万,2013年10月10日,8.6,113人评,已完结,Anime
10860,1102,黑神,37.3万,5.3万,1.2万,2009年1月8日,8.6,102人评,已完结,Anime
10861,79492,SWORD GAI 装刀凯 The Animatio,45.5万,9.7万,1.2万,2018年4月1日,5.9,255人评,已完结,Anime
10862,2350,高智能方程式,119.6万,4.4万,5.1万,1991年3月15日,9.6,231人评,已完结,Anime
10863,1205,超智游戏,132.2万,4.3万,5.2万,2008年10月8日,9.6,377人评,已完结,Anime
10864,77952,路人超能100 REIGEN～不为人知的奇迹灵能者～,89.2万,5.7万,1.8万,2018年4月1日,9.6,434人评,已完结,Anime
10865,12472,打工小哥,141.3万,9.3万,8346,2018年1月5日,9.5,784人评,已完结,Anime
10866,2893,紫式部 源氏物语,34.3万,3.6万,1.1万,1987年12月19日,0,0,已完结,Anime
10867,1787,杀戮公主,21.2万,4.8万,6697,2007年3月28日,8.7,136人评,已完结,Anime
10868,5437,兔丸,45.4万,4.5万,5836,2016年8月5日,9.7,111人评,已完结,Anime
10869,992,女仆咖啡厅,62.1万,4.2万,3.4万,2010年10月7日,9.5,272人评,已完结,Anime
10870,5349,包在小可身上,40.1万,3.8万,7695,2000年7月15日,9.6,205人评,已完结,Anime
10871,4471,拜托了 爱因兹贝伦咨询室,191.2万,8.7万,3.6万,2012年9月19日,9.2,456人评,已完结,Anime
10872,5014,不愉快的妖怪庵（僅限台灣地區）,14.3万,9.5万,8140,2016年7月3日,0,0,已完结,Anime
10873,4642,祝福的钟声,23.3万,3.5万,6047,2010年7月2日,0,0,已完结,Anime
10874,1728,史上最强弟子兼一,153.9万,4.6万,5.4万,2006年10月7日,9.7,194人评,已完结,Anime
10875,46,FRANCESCA,90.3万,3.3万,1.1万,2014年7月6日,0,0,已完结,Anime
10876,81232,排球少年剧场版 结束与开始,20.4万,4.1万,3633,2015年7月3日,9.7,437人评,已完结,Anime
10877,5485,当女孩遇到熊 SP,20.6万,3.4万,2412,2016年6月24日,0,0,已完结,Anime
10878,2800,玉响～毕业写真～,50.4万,3.2万,8191,2015年5月8日,0,0,已完结,Anime
10879,6369,猎人 剧场版 最后的任务,59.1万,3.5万,2.3万,2013年12月27日,0,0,已完结,Anime
10880,5510,时间飞船24,55.5万,3.6万,1.6万,2016年10月1日,0,0,已完结,Anime
10881,3391,×××HOLiC·笼,435.8万,3.2万,29.1万,2010年4月23日,9.8,235人评,已完结,Anime
10882,2866,圣诞之吻SS+ SP,64.7万,3.1万,1.4万,2012年1月5日,9.6,131人评,已完结,Anime
10883,760,夏雪密会,89.3万,8万,5.8万,2012年7月5日,9.4,234人评,已完结,Anime
10884,2712,黑塔利亚 The Beautiful World 第5期,149.3万,9万,15.1万,2013年1月25日,9.6,351人评,已完结,Anime
10885,3444,黑子的篮球 第3期 OVA,166.1万,10.7万,8.1万,2015年9月25日,9.7,350人评,已完结,Anime
10886,947,LEVEL E,100万,8.5万,3万,2011年1月10日,9.7,412人评,已完结,Anime
10887,10732,月色真美 SP,56.7万,2.9万,9295,2017年9月27日,9.7,589人评,已完结,Anime
10888,5086,速写者,47.9万,4.3万,2.7万,2005年4月7日,9.2,185人评,已完结,Anime
10889,4203,姐姐的妄想日记,137.8万,8.2万,2.2万,2014年9月18日,9.1,286人评,已完结,Anime
10890,1782,到另一个你的身边去,15.2万,2.7万,5971,2005年10月11日,0,0,已完结,Anime
10891,3233,蛋黄酱萝莉,22.1万,2.8万,1.5万,2007年7月6日,0,0,已完结,Anime
10892,214,绝灭危愚少女,25.2万,3万,7422,2014年2月26日,0,0,已完结,Anime
10893,3507,未确认进行式 OVA,29.3万,2.9万,4077,2014年3月19日,0,0,已完结,Anime
10894,4555,你看起来很好吃,75万,7.3万,1.3万,2010年10月16日,9.7,680人评,已完结,Anime
10895,4098,尸者的帝国,94.2万,7.8万,4万,2015年10月2日,8.8,305人评,已完结,Anime
10896,2848,影鳄,368.2万,10.1万,7.8万,2015年10月2日,9.4,189人评,已完结,Anime
10897,5527,战国鸟兽戏画 ~甲~,139.9万,7.1万,5673,2016年10月9日,0,0,已完结,Anime
10898,1294,电脑线圈,51万,6.4万,2.7万,2007年5月12日,9.6,333人评,已完结,Anime
10899,1448,我的女神,8万,7.7万,2551,2005年1月6日,9.7,338人评,已完结,Anime
10900,4720,最终幻想VII：降临之子,92.7万,7.5万,2.2万,2005年9月14日,9.7,374人评,已完结,Anime
10901,4114,少女与战车 剧场版,104.4万,6.5万,5.6万,2016年5月27日,9.8,1625人评,已完结,Anime
10902,84,荷包蛋的蛋黄什么时候戳破才好？,302.1万,6.9万,22.1万,2014年8月5日,9.2,245人评,已完结,Anime
10903,1127,战场上的女武神,66.2万,6万,4.2万,2009年4月4日,8.7,161人评,已完结,Anime
10904,1537,魔法少女奈叶StrikerS,142.4万,6.2万,9.2万,2007年4月1日,9.7,371人评,已完结,Anime
10905,1405,结界师,146.2万,5.9万,6.9万,2006年10月16日,9.7,267人评,已完结,Anime
10906,5991,青春歌舞伎,138.7万,15.8万,3.7万,2017年4月7日,8.8,113人评,已完结,Anime
10907,1836,武器种族传说,7.5万,10.4万,1342,2005年4月5日,9.5,265人评,已完结,Anime
10908,4075,生存游戏社 OVA,53.8万,2.5万,7535,2014年7月6日,0,0,已完结,Anime
10909,2855,翼·年代记 春雷记,23.5万,4.4万,103,2009年3月17日,9.7,253人评,已完结,Anime
10910,5709,虹色DAYS OAD,15.5万,2.6万,1060,2016年9月23日,0,0,已完结,Anime
10911,765,薄樱鬼 番外,13万,3.9万,1611,2010年4月4日,0,0,已完结,Anime
10912,2277,少女革命,61.4万,5.6万,6.6万,1997年4月2日,9.7,395人评,已完结,Anime
10913,5956,不要输！！恶之军团！,44.7万,2.6万,6731,2017年4月5日,9.6,163人评,已完结,Anime
10914,1738,英国一家 吃在日本,25.8万,5万,8702,2015年4月15日,0,0,已完结,Anime
10915,1036,变身！公主偶像,52.3万,5.8万,2.6万,2010年4月4日,9.4,109人评,已完结,Anime
10916,2459,机动战士高达MS,109.2万,4.4万,6万,1979年4月8日,9.7,397人评,已完结,Anime
10917,1153,GA 艺术科美术设计班,7002,4.9万,77,2009年7月6日,0,0,已完结,Anime
10918,115632,剧场版 中二病也要谈恋爱！ -Take On Me-,120.7万,25.1万,14.9万,2018年7月18日,9.9,14357人评,已完结,Anime
10919,2594,偶像大师 灰姑娘女孩 第2期,195.8万,9.3万,8.9万,2015年7月17日,9.5,268人评,已完结,Anime
10920,2711,黑塔利亚 World Series 第3期,230万,9.7万,33.7万,2010年3月26日,9.4,258人评,已完结,Anime
10921,2299,乌龙派出所,862.8万,3.8万,13.8万,1996年6月17日,9.8,562人评,已完结,Anime
10922,3480,"黑塔利亚 剧场版 银幕HETALIA Axis Powers Paint it, White",58万,5.2万,12.8万,2010年6月5日,9.6,222人评,已完结,Anime
10923,1875,人鱼的旋律,74.1万,5.4万,4.1万,2003年4月5日,0,0,已完结,Anime
10924,1925,爱情泡泡糖,44.7万,5.3万,1.2万,2004年10月2日,0,0,已完结,Anime
10925,1123,阿拉德战记,128.7万,7万,9.3万,2009年4月3日,9.5,523人评,已完结,Anime
10926,4216,百合熊风暴,19.2万,4万,1.3万,2015年1月5日,9.5,338人评,已完结,Anime
10927,78732,美男高校地球防卫部 HAPPY KISS！,30.7万,5.7万,1.6万,2018年4月9日,9,327人评,已完结,Anime
10928,4438,听爸爸的话！OAD,142.3万,4.3万,4.4万,2013年6月25日,9.7,635人评,已完结,Anime
10929,10312,EVA 新世纪福音战士剧场版：死与新生,64万,9.5万,5947,1997年3月15日,9.5,317人评,已完结,Anime
10930,4319,魔法少女☆伊莉雅 2wei Herz! SP,210.9万,4.5万,1.7万,2015年9月25日,9.1,183人评,已完结,Anime
10931,682,独眼巨人少女斋枫,141.7万,3.6万,9012,2013年3月12日,9,139人评,已完结,Anime
10932,1691,侦探歌剧 少女福尔摩斯,16.2万,4.8万,7432,2010年10月7日,9.6,139人评,已完结,Anime
10933,1794,忏?再见绝望先生,43.9万,3.8万,2.3万,2009年7月4日,9.7,239人评,已完结,Anime
10934,1460,兽王星,26.1万,3.3万,1.7万,2006年4月13日,0,0,已完结,Anime
10935,5424,无头骑士异闻录×2 结 DuFuFuFu!!,33.9万,4.1万,2.4万,2016年5月21日,9.6,212人评,已完结,Anime
10936,2215,快感指令,39.9万,3.4万,1.2万,1999年4月20日,0,0,已完结,Anime
10937,4230,上课小动作 OAD,75.6万,3.2万,2.5万,2014年1月4日,9.5,100人评,已完结,Anime
10938,5544,12岁。第二季,302.1万,10.7万,13.2万,2016年10月3日,8.1,107人评,已完结,Anime
10939,13092,飙速宅男 GLORY LINE,118.4万,8.7万,2.2万,2018年1月9日,8.6,626人评,已完结,Anime
10940,825,BRAVE10 真田十勇士,94.9万,4.6万,8.3万,2012年1月7日,0,0,已完结,Anime
10941,141252,Fate/kaleid liner 魔法少女☆伊莉雅：雪下的誓言,42.6万,8.7万,1.2万,2018年1月31日,9.4,966人评,已完结,Anime
10942,7,漫研部,72.9万,4.3万,5043,2013年1月3日,0,0,已完结,Anime
10943,1329,神灵狩,1.2万,3.1万,93,2007年10月18日,0,0,已完结,Anime
10944,1596,搞笑漫画日和＋,145.5万,9万,1.1万,2010年1月4日,9.5,223人评,已完结,Anime
10945,81292,Little Busters! ～Refrain～,29.1万,4.2万,1.2万,2013年10月5日,9.7,1336人评,已完结,Anime
10946,5137,蒸汽男孩,18.8万,3.6万,4148,2004年7月17日,9.2,211人评,已完结,Anime
10947,2290,樱花大战 TV版,2.5万,3万,1081,2000年4月8日,9.6,103人评,已完结,Anime
10948,1922,舞-HIME,10.5万,2.7万,5966,2004年9月30日,9.2,142人评,已完结,Anime
10949,3548,幸运星 OVA,543.7万,3.2万,36.5万,2008年9月26日,9.7,330人评,已完结,Anime
10950,1964,京极夏彦 巷说百物语,44.4万,7.3万,1.2万,2003年10月3日,9.3,104人评,已完结,Anime
10951,1759,文学少女,21.5万,7.8万,2.2万,2009年12月26日,9.1,143人评,已完结,Anime
10952,4375,钻石王牌,102.7万,3.4万,6.3万,2013年10月6日,9.7,353人评,已完结,Anime
10953,10392,I&quot;s Pure,21.3万,3.5万,6226,2005年11月1日,0,0,已完结,Anime
10954,3832,薄樱鬼 第二章 士魂苍穹,24.1万,2.9万,1.5万,2014年3月8日,0,0,已完结,Anime
10955,60212,灵感！,20.8万,8万,9355,2015年4月2日,9.6,367人评,已完结,Anime
10956,3785,DRAMAtical Murder OVA,42.5万,2.8万,2.3万,2014年7月6日,9.7,117人评,已完结,Anime
10957,567,恶魔阿萨谢尔在召唤你 第二季,953.5万,10.1万,13.8万,2013年4月6日,9.6,702人评,已完结,Anime
10958,3668,颠倒的帕特玛,89.8万,8.5万,3.5万,2013年11月9日,9.6,458人评,已完结,Anime
10959,2028,魔女猎人罗宾,19.5万,2.8万,1万,2002年7月2日,0,0,已完结,Anime
10960,2617,黑白小姐 第二季,161.7万,6.8万,4.5万,2015年7月3日,0,0,已完结,Anime
10961,2111,黑街二人组,57.1万,7.1万,4.3万,2001年4月6日,9.6,181人评,已完结,Anime
10962,1206,亡念之扎姆德,41.6万,7.7万,1.7万,2008年9月24日,9.3,343人评,已完结,Anime
10963,523,蔷薇少女 梦之终结,7.9万,7.5万,3448,2005年10月20日,9.4,255人评,已完结,Anime
10964,2251,玲音,31.8万,6.4万,2万,1998年7月6日,9.3,321人评,已完结,Anime
10965,4763,七色星露,6168,2.4万,27,2007年7月2日,0,0,已完结,Anime
10966,4735,小凉宫春日的忧郁,61.2万,6万,9499,2009年2月14日,9.7,216人评,已完结,Anime
10967,2907,千子,25.5万,6.5万,2822,2009年7月28日,9.4,117人评,已完结,Anime
10968,6406,漫画家与助手 OVA,118万,5.9万,2.2万,2014年6月25日,9.7,1145人评,已完结,Anime
10969,5966,偶像大师灰姑娘剧场,161.1万,6.1万,6135,2017年4月4日,9.5,143人评,已完结,Anime
10970,1264,神枪少女,9.9万,4.4万,3509,2003年10月8日,9.4,130人评,已完结,Anime
10971,5692,精灵宝可梦XY&amp;Z,177.1万,5.6万,9.6万,2015年10月29日,8.5,360人评,已完结,Anime
10972,111892,苍翼默示录 Alter Memory,26.9万,2.6万,4934,2013年10月8日,9.3,149人评,已完结,Anime
10973,1446,校园迷糊大王,63.5万,9.9万,3.3万,2004年10月10日,9.7,644人评,已完结,Anime
10974,1383,我们的存在,108.2万,10.4万,7.3万,2006年7月5日,9.3,153人评,已完结,Anime
10975,1714,攻壳机动队 个别的十一人,10.2万,5万,1054,2006年1月27日,0,0,已完结,Anime
10976,1937,双恋,37.7万,4.9万,1.9万,2004年10月6日,0,0,已完结,Anime
10977,2854,翼·年代记 东京默示录,84.8万,4.4万,3.3万,2007年11月16日,9.7,285人评,已完结,Anime
10978,5294,ONE～辉之季节～,9.1万,2.5万,4422,2001年8月10日,0,0,已完结,Anime
10979,3482,魔弹之王与战姬 SP 堤格尔君与战姬亲,60.4万,2.6万,2778,2014年10月3日,0,0,已完结,Anime
10980,3360,道子与哈金,40.9万,5.8万,2.3万,2008年10月15日,9.6,229人评,已完结,Anime
10981,208,头文字D Second Stage,191万,3.9万,9.2万,1999年10月15日,9.7,193人评,已完结,Anime
10982,4341,旋风管家 CAN'T TAKE MY EYES OFF YOU,63.6万,9.7万,2.1万,2012年10月3日,9.3,186人评,已完结,Anime
10983,829,极乐院女子高寮物语,60.9万,2.4万,1.1万,2012年1月16日,0,0,已完结,Anime
10984,5221,恋爱情结,163.4万,9.2万,8.2万,2007年4月7日,9.7,379人评,已完结,Anime
10985,742,绯色的欠片 第一季,73.9万,5.2万,2.9万,2012年4月2日,0,0,已完结,Anime
10986,3545,苍蓝钢铁的琶音 DC,3.3万,3.7万,805,2015年1月31日,9.6,162人评,已完结,Anime
10987,5938,黑子的篮球 Winter Cup总集篇,165.4万,5.7万,2.4万,2016年9月3日,9.4,141人评,已完结,Anime
10988,3852,潜行吧！奈亚子W OVA,105.7万,5.4万,2.6万,2013年10月25日,9.5,115人评,已完结,Anime
10989,1613,天地无用!,69.4万,5.3万,2.4万,1995年4月2日,0,0,已完结,Anime
10990,2888,To Heart 2,54.8万,7万,1.6万,2005年10月3日,0,0,已完结,Anime
10991,5791,新撰组镇魂歌 二分之一,68.4万,4.3万,3300,2017年1月9日,0,0,已完结,Anime
10992,1213,混沌之脑,77.7万,9.5万,14.6万,2008年10月9日,7.1,227人评,已完结,Anime
10993,1228,黑塚,26.7万,4万,1.3万,2008年10月7日,0,0,已完结,Anime
10994,98612,当女孩遇到熊,23.7万,3.8万,9605,2016年4月3日,8,341人评,已完结,Anime
10995,4638,私立堀镡学园 番外篇,26.8万,3.6万,3138,2012年1月1日,9.7,108人评,已完结,Anime
10996,1063,乃木坂春香的秘密 purezza?,87.2万,4.5万,8.6万,2009年10月5日,8.6,110人评,已完结,Anime
10997,2906,四娘物语,13.5万,3.3万,4934,2008年2月29日,0,0,已完结,Anime
10998,1928,小魔女蒙娜,28.2万,4.1万,9665,1999年10月18日,9.7,154人评,已完结,Anime
10999,4378,神奇宝贝 起源,144.6万,4.8万,5.3万,2013年10月2日,9.6,236人评,已完结,Anime
11000,1344,素描簿,12.1万,3万,5424,2007年10月1日,0,0,已完结,Anime
11001,1274,英雄时代,169.4万,10.6万,6.5万,2007年4月1日,9.7,727人评,已完结,Anime
11002,2952,魔女的考验【中文】,59.2万,3.1万,2.8万,2005年7月2日,0,0,已完结,Anime
11003,1018,二舍六房的七人,119.6万,8.7万,7万,2010年4月6日,9.7,639人评,已完结,Anime
11004,2271,四驱兄弟（中文）,52.7万,4.6万,1.8万,1996年1月8日,9.6,136人评,已完结,Anime
11005,1182,悠久之翼2,66.7万,8.2万,4.2万,2008年10月7日,9.7,836人评,已完结,Anime
11006,1091,加奈日记,22.9万,3.2万,2.4万,2009年7月5日,9.5,150人评,已完结,Anime
11007,3784,魔法禁书目录 炭,108.5万,10.1万,2.2万,2009年1月23日,9,242人评,已完结,Anime
11008,901,SACRED SEVEN,81.3万,4.3万,7.2万,2011年7月2日,0,0,已完结,Anime
11009,514,玉响～hitotose～,33.4万,7.8万,2.2万,2011年10月3日,9.6,192人评,已完结,Anime
11010,1569,怪盗JOKER 第一季,153.4万,3.6万,9万,2014年10月6日,9.8,101人评,已完结,Anime
11011,3745,初音岛II S.S.,1.7万,3.2万,193,2008年4月5日,0,0,已完结,Anime
11012,5518,长骑美眉,110.2万,7.2万,6.2万,2016年10月8日,9.2,143人评,已完结,Anime
11013,3436,斩·赤红之瞳！ 爆笑小剧场,228.4万,8.5万,3.9万,2014年8月31日,9.4,438人评,已完结,Anime
11014,6059,怪物弹珠 第二季 前篇,18.8万,3.4万,2140,2017年4月1日,0,0,已完结,Anime
11015,123,宝石宠物 Tinkle☆,52.2万,4.2万,2.9万,2010年4月3日,9.7,123人评,已完结,Anime
11016,921,玛莉亚?狂热 第二季,115.2万,3.4万,7.1万,2011年4月8日,9.4,201人评,已完结,Anime
11017,3783,AIR 剧场版,19.6万,2.7万,6662,2005年2月5日,8.5,132人评,已完结,Anime
11018,6071,Under The Dog,17.9万,2.8万,1815,2016年8月1日,9.1,175人评,已完结,Anime
11019,241,GO!GO!575,49.5万,2.9万,8439,2014年1月9日,0,0,已完结,Anime
11020,211,头文字D Fifth Stage,375.5万,3.5万,10.3万,2012年11月9日,9.5,125人评,已完结,Anime
11021,5539,灼热乒乓妹,163.2万,7.1万,7.9万,2016年10月4日,9,130人评,已完结,Anime
11022,5582,天使之卵,17.8万,2.4万,5842,1985年12月22日,0,0,已完结,Anime
11023,3474,黑塔利亚 Axis Powers 第2期,427.3万,8万,42.1万,2009年7月27日,9.5,315人评,已完结,Anime
11024,140772,佐賀偶像是傳奇（僅限港澳台地區）,12.8万,7.2万,7720,2018年10月5日,9.7,778人评,连载中,Anime
11025,1250,苍色骑士,52.4万,6.5万,1.9万,2008年4月5日,0,0,已完结,Anime
11026,2321,怪盗圣少女,116万,9万,10.3万,1995年10月12日,9.7,443人评,已完结,Anime
11027,3235,SUSHI POLICE,137.2万,5.9万,1.4万,2016年1月6日,0,0,已完结,Anime
11028,774,公立海老栖川高校天闷部,128万,7.7万,8.2万,2012年7月14日,8.9,130人评,已完结,Anime
11029,140632,天线宝宝,30万,2.8万,1.7万,1997年3月31日,9.8,1523人评,连载中,Anime
11030,10272,EVA 新世纪福音战士剧场版：Air / 真心为你,90万,9.9万,2.7万,1997年7月19日,9.7,731人评,已完结,Anime
11031,1811,地上最强新娘,71万,5.6万,3.2万,2006年10月5日,0,0,已完结,Anime
11032,1476,不可思议星球的双胞胎公主,94.4万,6.1万,8.5万,2005年4月2日,9.2,146人评,已完结,Anime
11033,1892,女生万岁 first seaso,42.7万,6万,1.4万,2004年7月6日,0,0,已完结,Anime
11034,5835,魔法少女☆伊莉雅 3rei!! SP,226.2万,6.4万,7855,2016年7月6日,9.6,285人评,已完结,Anime
11035,2767,女高中生给你做饭了！,217.4万,7.4万,2.9万,2015年10月5日,0,0,已完结,Anime
11036,5808,战国鸟兽戏画～乙～,73.6万,4.4万,3075,2017年1月14日,0,0,已完结,Anime
11037,879,猎人 剧场版 绯色的幻影,32.2万,5万,1.6万,2013年1月12日,0,0,已完结,Anime
11038,4680,SD高达三国传 Brave Battle Warrior,35.7万,2.5万,2万,2010年4月3日,9.3,149人评,已完结,Anime
