index:ID,media_id,name,num_of_play,num_of_subscribe,num_of_danmu,starting_time,score,num_of_scoring_peopel,status,:LABEL
11451,1590,战国BASARA,29.7万,5.4万,9515,2009年4月1日,0,0,已完结,Anime
11452,2306,玩偶游戏,60.4万,3.1万,5.1万,1996年4月5日,9.7,131人评,已完结,Anime
11453,4106,为什么猫都叫不来,96.4万,5.1万,1695,2015年10月2日,9.1,181人评,已完结,Anime
11454,4300,DEPTH OF FIELD ～ 爱与憎恨的剧场,157.7万,10.2万,3.4万,2012年12月19日,9.2,201人评,已完结,Anime
11455,2319,鬼神童子ZENKI,39.6万,2.8万,1.2万,1995年1月9日,0,0,已完结,Anime
11456,4267,高达Reconguista in G,38.5万,2.3万,1.3万,2014年10月2日,8.7,202人评,已完结,Anime
11457,35992,VIVIDRED OPERATION,11.8万,3.6万,7621,2013年1月10日,9.4,198人评,已完结,Anime
11458,3364,破刃之剑 剧场版,64.1万,6万,2.4万,2010年5月29日,0,0,已完结,Anime
11459,472,夜樱四重奏,60.3万,9.8万,1.7万,2008年10月2日,0,0,已完结,Anime
11460,1856,草莓棉花糖,80.7万,8万,4.3万,2005年7月14日,9.6,340人评,已完结,Anime
11461,3430,终结的炽天使 SP 终结不了的炽天使,158.5万,7.5万,3.6万,2015年6月24日,9.2,138人评,已完结,Anime
11462,2029,最终兵器彼女,35.3万,3.7万,2万,2002年6月2日,9.4,111人评,已完结,Anime
11463,2794,家有穆珂,286.4万,8.4万,10.8万,2015年10月3日,9.5,151人评,已完结,Anime
11464,1378,少女爱上姐姐 ～2人的Elder～,26.8万,2.5万,4804,2006年10月8日,9.5,138人评,已完结,Anime
11465,5867,剧场版 魔法禁书目录炭 SP,108.5万,6.4万,2.2万,2013年8月28日,9.1,255人评,已完结,Anime
11466,3418,HELLSING 外传：THE DAWN,105.9万,2.7万,4.4万,2011年7月27日,9.6,120人评,已完结,Anime
11467,3487,加速世界 OVA1 银翼的觉醒,83.8万,6.1万,3.6万,2012年9月13日,0,0,已完结,Anime
11468,78532,忍者少女千鸟～姐川·石山篇～,106.3万,5.9万,3978,2018年4月7日,9.6,410人评,已完结,Anime
11469,1901,恋风,29.7万,2.9万,2.2万,2004年4月1日,0,0,已完结,Anime
11470,6162,精灵宝可梦 钻石&amp;珍珠,136.2万,4.4万,10.5万,2006年9月28日,9.6,241人评,已完结,Anime
11471,78172,美妙☆频道,25万,2.4万,4175,2018年4月8日,8.7,115人评,连载中,Anime
11472,3572,全金属狂潮 TSR OVA 战队长悠闲的一天,103.9万,2.9万,3.6万,2006年5月26日,9.5,176人评,已完结,Anime
11473,1371,僵尸借贷,34.6万,6.2万,2.4万,2007年7月3日,9.2,114人评,已完结,Anime
11474,95992,结城友奈是勇者,41.7万,7.9万,1.9万,2014年10月16日,9.7,1442人评,已完结,Anime
11475,3844,强袭魔女:胜利之箭行动,35.4万,2.5万,1.1万,2014年12月12日,0,0,已完结,Anime
11476,3209,牙狼 -炎之刻印-,478.6万,7.3万,20.3万,2014年10月3日,9.3,231人评,已完结,Anime
11477,3470,吹响吧！上低音号 第一季 SP 吹奏部的日常,23.3万,2.2万,2210,2015年6月17日,0,0,已完结,Anime
11478,485,核爆默示录,239.2万,8.8万,10.4万,2013年10月2日,8.3,178人评,已完结,Anime
11479,3539,无头骑士异闻录×2 转  OVA,33.2万,3.9万,1.4万,2015年11月14日,9.5,125人评,已完结,Anime
11480,527,战姬绝唱SYMPHOGEAR G,21.2万,4.4万,7830,2013年7月4日,9.7,334人评,已完结,Anime
11481,617,花牌情缘2,72.4万,6.9万,3.5万,2013年1月11日,9.6,381人评,已完结,Anime
11482,3538,无头骑士异闻录×2 承 OVA,50.7万,4万,2.9万,2015年5月30日,9.5,150人评,已完结,Anime
11483,6264,蜡笔小新 第三季（中文）,449.5万,5.3万,7.8万,2004年1月1日,9.7,361人评,已完结,Anime
11484,1221,武装机甲,76.4万,5.2万,2.9万,2008年10月3日,0,0,已完结,Anime
11485,118812,OVERLORD Ⅲ SP,887.5万,4.9万,8055,2018年7月10日,9.5,683人评,已完结,Anime
11486,2083,白色猎人 第一季,23.4万,4.4万,4738,1998年4月8日,0,0,已完结,Anime
11487,2796,不可思议星球的双胞胎公主 Gyu,52.5万,3.9万,3.3万,2006年4月1日,0,0,已完结,Anime
11488,6424,偶像大师灰姑娘剧场 第二季,89.7万,4.2万,4279,2017年10月3日,9.4,395人评,已完结,Anime
11489,4970,苍之茧,9.8万,3.3万,1377,2006年1月1日,0,0,已完结,Anime
11490,1467,飞轮少年,39.6万,2.2万,1.2万,2006年4月4日,0,0,已完结,Anime
11491,3571,Little Busters! EX,3.7万,4.8万,872,2014年1月29日,9.7,388人评,已完结,Anime
11492,729,食梦者。3,97万,5.7万,6.3万,2012年10月6日,9.7,898人评,已完结,Anime
11493,1995,百变之星,11.2万,2.1万,6461,2003年4月3日,0,0,已完结,Anime
11494,5343,暗之末裔,1.8万,4.7万,-,2000年10月2日,0,0,已完结,Anime
11495,2547,小魔女学园,64万,5.6万,1.3万,2013年3月2日,9.6,337人评,已完结,Anime
11496,3769,文学少女 今日的点心～初恋～,21.5万,2.7万,2.2万,2009年12月26日,0,0,已完结,Anime
11497,5391,降世神通：最后的气宗 第一季,46万,3.4万,1.7万,2005年2月21日,9.7,285人评,已完结,Anime
11498,3075,GJ部@,33.5万,3.3万,2.1万,2014年5月5日,9.7,285人评,已完结,Anime
11499,518,现视研2,26.1万,2.1万,2.7万,2007年10月9日,9.6,100人评,已完结,Anime
11500,8712,剧场版 笑傲昙天(外传) 「前篇」,39.7万,3.8万,4331,2017年12月2日,9.7,303人评,已完结,Anime
11501,1349,物怪,12.1万,2万,4806,2007年10月2日,0,0,已完结,Anime
11502,1895,御伽草子,11.5万,1.9万,7456,2004年7月6日,0,0,已完结,Anime
11503,3447,赤发白雪姬 OVA 不值一提的宝物、这一页,41.5万,4.3万,1.1万,2016年1月5日,9.5,143人评,已完结,Anime
11504,6442,"Wake Up, Girls! 新章",72.2万,9.9万,8097,2017年10月10日,8,339人评,已完结,Anime
11505,5758,无印：超梦的逆袭,44.5万,3.2万,1.4万,1998年7月18日,0,0,已完结,Anime
11506,1749,马达加斯加的企鹅 第一季,120.4万,4.5万,2.6万,2010年4月5日,9.6,143人评,已完结,Anime
11507,5143,花右京女仆队 第二季,25.8万,2.3万,3626,2004年4月4日,0,0,已完结,Anime
11508,6069,扩张少女系三重奏,49.4万,3.5万,5710,2017年4月12日,0,0,连载中,Anime
11509,1876,人鱼的旋律Pure,27.2万,1.9万,1.2万,2004年4月3日,0,0,已完结,Anime
11510,3850,再见绝望先生 Blu-ray BOX化纪念话,7.4万,1.8万,1154,2012年1月31日,0,0,已完结,Anime
11511,4108,苍穹之法芙娜EXODUS,17.3万,1.9万,6545,2015年1月8日,9.7,352人评,已完结,Anime
11512,2840,米老鼠的黑白动画片生涯,37.4万,3.6万,1.4万,1928年11月18日,9.6,202人评,已完结,Anime
11513,3443,黑子的篮球 第2期 OVA,108.4万,5.1万,2.5万,2014年6月20日,9.7,101人评,已完结,Anime
11514,4033,RWBY Chibi,350.3万,4.1万,1.4万,2016年5月7日,9.7,207人评,已完结,Anime
11515,2171,学校怪谈,33.5万,2.8万,2.1万,2000年10月22日,0,0,已完结,Anime
11516,3793,恶魔阿萨谢尔在召唤你 路西法篇,177.9万,2.3万,3.4万,2012年5月23日,9.7,256人评,已完结,Anime
11517,5067,魔法巧克力专门店,28.4万,1.8万,5801,2011年3月3日,0,0,已完结,Anime
11518,102472,深夜！天才傻鹏,30.6万,3.1万,8445,2018年7月11日,9.1,316人评,已完结,Anime
11519,5596,彼岸岛X,59.9万,1.8万,2741,2016年10月15日,0,0,已完结,Anime
11520,1222,钢铁新娘,24.9万,2.9万,8747,2008年10月4日,0,0,已完结,Anime
11521,2283,烈火之炎,33.2万,2.7万,4073,1997年7月19日,0,0,已完结,Anime
11522,5000,最终密令 最终幻想VII,31.7万,1.7万,2034,2005年9月14日,0,0,已完结,Anime
11523,4538,温柔进行曲-The Tender March-,3万,1.6万,402,2012年5月19日,0,0,已完结,Anime
11524,1938,双恋 Alternative,15.9万,1.6万,9443,2005年4月6日,0,0,已完结,Anime
11525,2460,红发安妮,11.8万,1.6万,696,1979年1月8日,0,0,已完结,Anime
11526,1905,爱你宝贝,20.3万,1.6万,1.1万,2004年4月3日,0,0,已完结,Anime
11527,1122,胡子小鸡,36.7万,2.4万,1万,2009年4月3日,0,0,已完结,Anime
11528,1849,出云战记,11.8万,1.7万,1921,2005年4月2日,0,0,已完结,Anime
11529,1657,宇宙兄弟,65.9万,3.7万,5.6万,2012年4月1日,9.7,226人评,已完结,Anime
11530,1669,黑魔女学园,68.1万,2.2万,1.6万,2012年4月4日,0,0,已完结,Anime
11531,4953,银发的阿基多,8.9万,1.5万,2963,2006年1月7日,0,0,已完结,Anime
11532,4736,苹果核战记2,12.8万,1.4万,2006,2007年10月20日,0,0,已完结,Anime
11533,3773,魔法老师！～另一个世界,17.9万,1.4万,2675,2009年9月17日,0,0,已完结,Anime
11534,3824,你所期望的永远 ?Next Season?,36.3万,1.3万,2.4万,2007年12月21日,0,0,已完结,Anime
11535,2206,此时此刻的我,12.1万,1.7万,9844,1999年10月14日,8.9,123人评,已完结,Anime
11536,6010,少年阿贝 GO!GO!小芝麻 第二季,22.6万,1.3万,1593,2017年4月4日,0,0,已完结,Anime
11537,795,战国Collection ,47.4万,2.5万,3.4万,2012年4月5日,0,0,已完结,Anime
11538,1693,两个人是少女福尔摩斯,33.5万,1.5万,1.8万,2013年7月13日,0,0,已完结,Anime
11539,1449,我的女神 缤纷之翼,39.8万,2.2万,2.2万,2006年4月6日,9.7,117人评,已完结,Anime
11540,5744,超级愿望：神速的盖诺赛克特 超梦觉醒,39.8万,1.3万,7677,2013年7月13日,0,0,已完结,Anime
11541,159,游☆戏☆王 ZEXAL,1594.1万,9.8万,53.5万,2011年4月11日,9.6,864人评,已完结,Anime
11542,10672,黑白来看守所 OVA,26.9万,2.1万,5404,2017年7月26日,9.5,152人评,已完结,Anime
11543,2075,迷糊天使,10.8万,1.5万,5655,2002年4月7日,0,0,已完结,Anime
11544,3561,Macross Plus OVA,10.9万,1.2万,3699,1994年8月25日,0,0,已完结,Anime
11545,1330,紫音之王,18.2万,1.4万,4572,2007年10月13日,0,0,已完结,Anime
11546,3780,少女们向荒野进发 OVA,14.1万,1.1万,2559,2016年3月25日,0,0,已完结,Anime
11547,5108,人造人009,10.3万,1.1万,3208,2001年10月14日,0,0,已完结,Anime
11548,6478,爱米-WE LOVE RICE- 第二季,16.7万,2万,737,2017年10月,0,0,已完结,Anime
11549,488,PHI·BRAIN 神之谜题  第二季,40.9万,1.2万,2.9万,2012年4月8日,0,0,已完结,Anime
11550,5746,钻石&amp;珍珠：阿尔宙斯超克的时空,45.4万,1.1万,1.3万,2009年7月18日,0,0,已完结,Anime
11551,5090,恋恋七人组,10.3万,1.1万,2304,2005年4月1日,0,0,已完结,Anime
11552,4451,古斯柯布多力传记,9.8万,2.4万,4066,2012年7月7日,0,0,已完结,Anime
11553,2675,东之伊甸Ⅰ-The King of Ede,20.6万,1.3万,4182,2009年11月28日,0,0,已完结,Anime
11554,3893,哆啦A梦 大雄与奇迹之岛～动物历险记～,10.6万,1.1万,2848,2012年3月3日,0,0,已完结,Anime
11555,5180,攻壳机动队ARISE,16.5万,1.4万,2235,2013年6月22日,0,0,已完结,Anime
11556,15072,蜡笔小新 超级美味B级美食大逃亡,51.1万,1.2万,1.8万,2013年4月20日,9.7,186人评,已完结,Anime
11557,4053,To Heart2 迷宫旅行者,37.7万,1万,8781,2012年2月22日,0,0,已完结,Anime
11558,3509,这样算是僵尸吗？ OVA,376.4万,9.9万,14.5万,2011年6月10日,9.6,326人评,已完结,Anime
11559,1409,南瓜剪刀,4972,9735,46,2006年10月2日,0,0,已完结,Anime
11560,1739,昭和物语,10.1万,2万,3848,2011年4月3日,0,0,已完结,Anime
11561,1763,玻璃假面,21.5万,1.2万,1.8万,2005年4月25日,0,0,已完结,Anime
11562,79412,智龙迷城,12.6万,1万,1769,2018年4月2日,0,0,连载中,Anime
11563,4302,新世界 未来篇,9.6万,1.9万,954,2012年10月20日,0,0,已完结,Anime
11564,6333,棺姬嘉依卡（僅限港澳台地區）,1.5万,9562,670,2014年4月9日,0,0,已完结,Anime
11565,1674,竖笛与双肩书包 2?,88.3万,9957,1万,2012年4月3日,0,0,已完结,Anime
11566,131112,兄弟战争,9.1万,1.8万,5396,2013年7月2日,9.6,146人评,已完结,Anime
11567,1902,玛德莱克丝,18.2万,2.3万,1.5万,2004年4月5日,9.4,100人评,已完结,Anime
11568,2326,咕噜咕噜魔法阵,37万,1.9万,1.6万,1994年10月13日,0,0,已完结,Anime
11569,3335,西方善魔女,4.3万,9276,1399,2006年4月7日,0,0,已完结,Anime
11570,28152,独自生活的小学生,58.2万,1.9万,2702,2017年10月10日,9.7,834人评,已完结,Anime
11571,2216,进化战记,9.1万,9099,1306,1999年4月1日,0,0,已完结,Anime
11572,6179,变形金刚：领袖之证 中文第一季,33.1万,9377,1.7万,2010年11月26日,0,0,已完结,Anime
11573,4552,野良剧,3.5万,8942,492,2011年1月22日,0,0,已完结,Anime
11574,1854,异度传说,12.8万,1.8万,1804,2005年1月5日,0,0,已完结,Anime
11575,1687,萌菌物语 Retur,77万,2.3万,3.2万,2012年7月5日,9.4,113人评,已完结,Anime
11576,2981,格林童话剧场【中文】,20.2万,1.8万,1.1万,1987年10月21日,0,0,已完结,Anime
11577,4455,偶像大师 闪耀祭典,11万,8686,4667,2012年10月25日,0,0,已完结,Anime
11578,2286,BURN-UP SCRAMBLE,5.7万,8814,687,1997年12月12日,0,0,已完结,Anime
11579,3838,头文字D Legend1 -觉醒-,75.8万,3.5万,1.7万,2014年8月23日,0,0,已完结,Anime
11580,5384,新战神金刚：传奇守护神,14.4万,8540,9008,2016年6月10日,0,0,已完结,Anime
11581,3514,花牌情缘 OAD,26.3万,1.7万,3万,2013年9月13日,0,0,已完结,Anime
11582,5327,恋爱占卜师,11.3万,8385,2142,2001年3月5日,0,0,已完结,Anime
11583,5247,私立荒矶高等学校生徒会执行部,21.7万,1.5万,2867,2002年3月29日,0,0,已完结,Anime
11584,3351,佝偻猫 第二季,67.1万,1.6万,1.6万,2010年7月3日,0,0,已完结,Anime
11585,1580,摸索吧！部活剧 第三季,43.6万,1.6万,1.8万,2015年4月4日,0,0,已完结,Anime
11586,1721,游☆戏☆王 5D's OVA 进化的决斗！星尘龙 VS 真红魔龙,493.5万,8057,28.1万,2008年4月3日,0,0,已完结,Anime
11587,1966,战争程序员白濑,9.7万,8256,4114,2003年10月3日,0,0,已完结,Anime
11588,1927,落叶,7万,1.7万,1660,2004年1月16日,9.7,100人评,已完结,Anime
11589,2663,飞跃巅峰!,32.3万,3万,1.5万,1988年10月7日,9.6,216人评,已完结,Anime
11590,75472,精灵宝可梦 太阳&amp;月亮（中配）,82万,1.6万,2.6万,2016年11月17日,9.2,137人评,连载中,Anime
11591,644,AKB0048 第二季,137.8万,2.6万,4.2万,2013年1月5日,9.6,127人评,已完结,Anime
11592,2151,随风飘的月影兰,12.4万,1.3万,1.1万,2000年1月26日,9.7,138人评,已完结,Anime
11593,3237,英国一家 吃在正月,6万,1.4万,2040,2016年1月2日,0,0,已完结,Anime
11594,1117,仰望天空的少女瞳中的世界,10.8万,2.3万,4486,2009年1月13日,0,0,已完结,Anime
11595,1235,魔法使的注意事项 夏季的天空,7.5万,1.4万,1775,2008年7月2日,0,0,已完结,Anime
11596,1410,心跳回忆 ONLY LOVE,80.3万,7.1万,4.7万,2006年10月2日,9.5,147人评,已完结,Anime
11597,4553,初音岛I&amp;II P.S.P. RE-ANIMATED OVA,8.5万,1.5万,1450,2010年10月28日,0,0,已完结,Anime
11598,2566,哆啦A梦 大雄的太阳王传说,28.7万,7969,1.1万,2000年3月11日,0,0,已完结,Anime
11599,1445,ZEGAPAIN,14.6万,2.1万,4561,2006年4月6日,0,0,已完结,Anime
11600,4810,初瓣,21.5万,2.2万,3218,2007年3月28日,0,0,已完结,Anime
11601,3795,魔法少女奈叶 The MOVIE 2nd A’,55.1万,1.7万,2.2万,2012年7月14日,9.7,178人评,已完结,Anime
11602,5498,JOKER GAME SP,13.1万,1.5万,956,2016年7月27日,0,0,已完结,Anime
11603,3309,我的裘可妹妹,15.2万,1.4万,9926,2006年7月11日,0,0,已完结,Anime
11604,3358,泰坦尼亚,13.5万,1.2万,1031,2008年10月9日,0,0,已完结,Anime
11605,1436,黑血兄弟,13.3万,1.4万,4033,2006年9月8日,0,0,已完结,Anime
11606,1236,电波少女,9.7万,2万,1969,2007年7月3日,0,0,已完结,Anime
11607,3481,我的朋友很少 OAD,183.4万,9.8万,3.2万,2011年9月22日,8.9,168人评,已完结,Anime
11608,1847,增血鬼果林,14万,1.2万,9951,2005年11月3日,0,0,已完结,Anime
11609,1912,向北,4.6万,1.2万,650,2004年1月13日,0,0,已完结,Anime
11610,4582,视而不见,3.2万,1万,1233,2012年3月26日,0,0,已完结,Anime
11611,1934,风人物语,7.4万,2.2万,3705,2004年9月11日,0,0,已完结,Anime
11612,5488,天体的秩序SP,14.1万,9726,5768,2015年7月24日,0,0,已完结,Anime
11613,100772,全金属狂潮 总集篇,30.2万,1.3万,6291,2017年11月25日,9.6,116人评,已完结,Anime
11614,1688,战斗之魂 第七季,138万,1万,2万,2015年4月2日,0,0,已完结,Anime
11615,1113,秀逗魔导士 第二季,8.9万,1.1万,3083,1996年4月5日,0,0,已完结,Anime
11616,4952,水色,8.2万,1.1万,1339,2005年1月1日,0,0,已完结,Anime
11617,4086,囝仔小短篇,19.8万,2万,1160,2014年7月3日,0,0,已完结,Anime
11618,2837,滑头鬼之孙 第二季【中文】,93万,1.3万,1.9万,2011年7月3日,0,0,已完结,Anime
11619,6066,甜甜私房猫 第三季 中配版,128.7万,1.9万,6388,2017年4月9日,0,0,已完结,Anime
11620,2392,天空战记,23.6万,1.4万,1.5万,1989年4月6日,0,0,已完结,Anime
11621,3805,图书馆战争 革命之翼,15.7万,1.1万,9674,2012年6月16日,0,0,已完结,Anime
11622,5581,水之语,4.4万,1.8万,242,2002年10月26日,0,0,已完结,Anime
11623,3044,贤治之春,3.1万,1万,1222,1996年12月14日,0,0,已完结,Anime
11624,4272,弥留之国的爱丽丝,24.7万,9946,4363,2014年10月17日,0,0,已完结,Anime
11625,1230,无限之住人,16.6万,2.3万,4584,2008年7月13日,0,0,已完结,Anime
11626,2145,最游记RELOAD,28万,1.9万,3万,2003年10月2日,0,0,已完结,Anime
11627,2974,应避忌之狼,7.4万,9535,2071,2010年8月28日,0,0,已完结,Anime
11628,1823,勇者王GAOGAIGAR,32.6万,1.1万,1.6万,1997年2月1日,0,0,已完结,Anime
11629,1957,灌篮少年,36.9万,1.2万,5249,2003年4月7日,0,0,已完结,Anime
11630,6398,BanG Dream! OVA,9.9万,9251,1939,2017年8月20日,0,0,已完结,Anime
11631,603,成年女性的动画时间 第一季,20.8万,1.9万,3987,2011年1月8日,0,0,已完结,Anime
11632,82712,排球少年剧场版 观念之战,20.1万,1.2万,4202,2017年9月29日,9.7,394人评,已完结,Anime
11633,3492,TARI TARI OVA,16.3万,1.8万,2880,2012年7月1日,9.6,140人评,已完结,Anime
11634,1461,西蒙 SIMOUN,12.8万,2.4万,1.3万,2006年4月4日,0,0,已完结,Anime
11635,5468,闪电十一人 第三季 日语,39.6万,9096,3.4万,2008年10月5日,0,0,已完结,Anime
11636,2301,勇者指令,11.2万,7834,1530,1996年2月3日,0,0,已完结,Anime
11637,3557,超时空要塞 可曾记得爱,11.5万,8950,3526,1984年7月21日,0,0,已完结,Anime
11638,1992,明日的娜嘉,10万,8675,8371,2003年2月2日,0,0,已完结,Anime
11639,4982,我永远的圣诞老人,6.6万,9349,857,2005年12月7日,0,0,已完结,Anime
11640,2670,小马宝莉 第三季,79.6万,2.3万,3.7万,2012年11月10日,9.7,231人评,已完结,Anime
11641,4083,笨蛋男友,38.3万,3.5万,6084,2015年10月16日,0,0,已完结,Anime
11642,1692,侦探歌剧 少女福尔摩斯 第二幕,9.3万,1.8万,5605,2012年1月5日,0,0,已完结,Anime
11643,4540,虹色萤火虫～永远的暑假～,6.8万,8812,4556,2012年5月19日,0,0,已完结,Anime
11644,827,足球骑士,13.1万,1.6万,2437,2012年1月7日,0,0,已完结,Anime
11645,3053,银河铁道之夜 2006,6.5万,1.7万,1724,2006年6月17日,0,0,已完结,Anime
11646,3846,强袭魔女 OVA,10万,1.6万,643,2007年1月1日,0,0,已完结,Anime
11647,4734,鹤屋和熏干酪,10.7万,8534,1479,2009年2月14日,0,0,已完结,Anime
11648,1016,王牌投手 振臂高挥～夏日大会篇～,1.6万,1.6万,269,2010年4月1日,9.7,158人评,已完结,Anime
11649,5545,怪盗Joker 第四季,88.3万,3万,3.4万,2016年10月3日,9.7,131人评,已完结,Anime
11650,4236,乔瓦尼之岛,10.4万,2.3万,3886,2014年2月22日,0,0,已完结,Anime
11651,3284,银河英雄传说 我的征途是星辰大海,24.6万,1.3万,5856,1988年2月6日,0,0,已完结,Anime
11652,2257,青涩宝贝,5.9万,8256,482,1998年4月8日,0,0,已完结,Anime
11653,3289,晴空战士,7万,8370,1198,2003年7月10日,0,0,已完结,Anime
11654,5278,秋之回忆 OVA,6.2万,7966,1256,2001年11月21日,0,0,已完结,Anime
11655,5914,幼女战记 短篇,190.7万,7.1万,2571,2017年1月6日,9.3,189人评,已完结,Anime
11656,6243,魔法科高校的劣等生（僅限港澳台）,10.7万,1.6万,16,2014年4月5日,0,0,已完结,Anime
11657,1614,新?天地无用!,21.7万,2.6万,8321,1997年4月1日,0,0,已完结,Anime
11658,944,X战警,19.9万,1.4万,5024,2011年4月1日,0,0,已完结,Anime
11659,1454,神样家族,7.9万,1.4万,3603,2006年5月18日,0,0,已完结,Anime
11660,3587,魔力家族 La prima fest,7497,1.7万,39,2013年3月27日,0,0,已完结,Anime
11661,4610,百合星人奈绪子OVA,11.1万,8031,6195,2012年2月15日,0,0,已完结,Anime
11662,5574,光晕：传奇,41.1万,1.5万,1万,2010年2月16日,0,0,已完结,Anime
11663,2314,爆走猎人,17万,2.1万,3002,1995年10月3日,0,0,已完结,Anime
11664,4473,蟑螂娘,31.2万,1.4万,1.3万,2012年9月14日,9.1,140人评,已完结,Anime
11665,1314,悲惨世界 少女珂赛特,12.1万,1.5万,1.4万,2007年1月7日,9.6,141人评,已完结,Anime
11666,5311,大都会,9.7万,2.2万,2640,2001年5月26日,9.6,113人评,已完结,Anime
11667,3841,热风海陆bushiroad  SP,15.9万,1.4万,697,2013年12月31日,0,0,已完结,Anime
11668,5469,高校星歌剧 OVA,23.1万,1.7万,7859,2016年7月27日,0,0,已完结,Anime
11669,955,RIO RAINBOW GATE!,13.5万,2万,3039,2011年1月4日,0,0,已完结,Anime
11670,791,交响诗篇 AO,102.8万,2.2万,6万,2012年4月12日,7.8,101人评,已完结,Anime
11671,4000,真魔神英雄传 魔神山篇,44.6万,1万,3.3万,1989年8月5日,0,0,已完结,Anime
11672,3088,哥谭妹子 第一季,11.4万,1.3万,901,2000年7月27日,0,0,已完结,Anime
11673,4686,枪神剧场版,16万,1.9万,2665,2010年4月24日,9.7,121人评,已完结,Anime
11674,1335,BLUE DROP 天使们的戏曲,1.2万,2万,250,2007年10月2日,0,0,已完结,Anime
11675,92812,剧场版 笑傲昙天(外传) 「中篇」,16.2万,1.3万,1874,2018年6月9日,9.6,152人评,已完结,Anime
11676,1942,银河天使,7.4万,1.1万,2076,2001年4月7日,0,0,已完结,Anime
11677,4148,第三飞行少女队,18.4万,1万,8602,2015年7月29日,0,0,已完结,Anime
11678,1832,帕塔利洛西游记,21.6万,1.1万,1.5万,2005年6月6日,0,0,已完结,Anime
11679,2665,飞跃巅峰2!,23.6万,1.8万,7425,2004年11月26日,9.6,195人评,已完结,Anime
11680,732,向阳素描×365,14万,9907,1.2万,2008年7月3日,0,0,已完结,Anime
11681,1933,交涉人勇午,6.5万,1.4万,1520,2004年2月24日,0,0,已完结,Anime
11682,1850,天使心,9.1万,9720,4342,2005年10月3日,0,0,已完结,Anime
11683,2088,战斗陀螺 第一季,26.1万,1.1万,1.5万,2001年1月9日,0,0,已完结,Anime
11684,1616,天地无用! GXP,26.4万,2.3万,1.4万,2002年4月2日,0,0,已完结,Anime
11685,5229,头文字D Battle Stage,37.5万,9243,4247,2002年5月15日,0,0,已完结,Anime
11686,1862,枪心剑刃,20.5万,1.9万,9618,2005年7月4日,0,0,已完结,Anime
11687,3834,战姬绝唱SYMPHOGEAR GX SP,21.3万,1.2万,1590,2015年7月3日,0,0,已完结,Anime
11688,131872,RAIL WARS!-日本国有铁道公安队-,12.8万,1.8万,5672,2014年7月3日,9.5,158人评,已完结,Anime
11689,82132,排球少年剧场版 胜者与败者,16万,9542,2876,2015年9月18日,9.7,266人评,已完结,Anime
11690,1651,网球优等生,21万,1.2万,7137,2014年4月6日,0,0,已完结,Anime
11691,4304,金田一少年事件簿 黒魔术杀人事件,25.7万,1.9万,6967,2012年12月17日,0,0,已完结,Anime
11692,1913,极道鲜师,14.8万,1.1万,4852,2004年1月6日,0,0,已完结,Anime
11693,4957,觉醒的方舟,5.4万,8929,1449,2005年1月1日,0,0,已完结,Anime
11694,1427,月桂树的王子们,23.8万,3.5万,4907,2006年10月2日,0,0,已完结,Anime
11695,6479,丝缎女孩对谈,18.8万,8670,1258,2017年10月3日,8.7,203人评,已完结,Anime
11696,4320,NEXT A-Cl,6.1万,9081,810,2012年11月17日,0,0,已完结,Anime
11697,162,罗德岛战记,11.8万,2.2万,3850,1990年6月30日,0,0,已完结,Anime
11698,1968,读或死 OVA,2.1万,7824,665,2001年5月23日,0,0,已完结,Anime
11699,4603,流★星LENS,22.3万,2.4万,2988,2012年3月18日,0,0,已完结,Anime
11700,2486,海螺小姐,32.2万,9350,3759,1969年10月5日,0,0,已完结,Anime
11701,2258,婆娑罗,10.3万,1.6万,5409,1998年4月2日,0,0,已完结,Anime
11702,6389,XY：破坏之茧与蒂安希,27.2万,8772,5841,2014年7月19日,0,0,已完结,Anime
11703,1315,校园乌托邦 学美向前冲！,9.3万,1.6万,7879,2007年1月7日,0,0,已完结,Anime
11704,1319,东京魔人学园剑风帖 龙龙 第二幕,8.7万,8444,2272,2007年7月27日,0,0,已完结,Anime
11705,1750,马达加斯加的企鹅 第二季,62.3万,1.8万,1.2万,2010年4月5日,0,0,已完结,Anime
11706,5757,无印：梦幻的精灵宝可梦洛奇亚爆诞,35.4万,1.6万,1.3万,1999年7月17日,0,0,已完结,Anime
11707,2567,哆啦A梦 大雄与风之使者,22.2万,8250,7834,2003年3月8日,0,0,已完结,Anime
11708,2989,如果高中棒球社女经理读过杜拉克的《管理学》的话,15.5万,1.5万,3837,2011年4月25日,0,0,已完结,Anime
11709,10412,少女与战车 OVA 这次是真正的安齐奥战,31.5万,2.3万,8468,2014年7月25日,9.7,215人评,已完结,Anime
11710,1300,彩云国物语 第二季,37.9万,3万,1.8万,2007年4月7日,9.5,110人评,已完结,Anime
11711,3813,机巧魔神2,79.1万,1.7万,2.4万,2009年10月1日,0,0,已完结,Anime
11712,5358,心跳回忆,7.7万,7951,813,1999年6月17日,0,0,已完结,Anime
11713,2988,特别的她,39.2万,7万,7552,2000年4月26日,9.7,720人评,已完结,Anime
11714,602,天使的水果糖,12.5万,1.4万,5931,2013年5月12日,0,0,已完结,Anime
11715,796,翡翠森林狼与羊秘密的朋友,17.9万,8023,2万,2012年4月5日,0,0,已完结,Anime
11716,5407,Da!Da!Da!,37.8万,1.3万,1.3万,2000年4月4日,0,0,已完结,Anime
